trip_id,pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,passenger_count,trip_distance,fare_amount
52,2025-01-01 04:15:00,2025-01-01 04:25:00,40.73156441129193,-74.00954763814357,40.68686948895268,-73.99469624388534,1.0,22.74,18.93
53,2025-01-01 04:20:00,2025-01-01 04:30:00,40.62714220900722,-74.059039501641,40.769753768139424,-73.9298736228813,5.0,19.27,22.42
54,2025-01-01 04:25:00,2025-01-01 04:35:00,40.68401643918214,-74.00054011947167,40.773592628934125,-74.03348941742534,3.0,1.81,117.9
55,2025-01-01 04:30:00,2025-01-01 04:40:00,40.67648136728536,-73.94981687556312,40.67783127538048,-74.038381955913,2.0,15.77,70.45
56,2025-01-01 04:35:00,2025-01-01 04:45:00,40.66805610758784,-73.9990016041732,40.64974831340679,-74.02391070123856,1.0,9.66,67.28
57,2025-01-01 04:40:00,2025-01-01 04:50:00,40.68624288743867,-74.04151129398205,40.76595172330831,-73.99882767987651,5.0,8.49,62.17
58,2025-01-01 04:45:00,2025-01-01 04:55:00,40.77474706556172,-74.06237692302987,40.62291363132024,-74.08050444556673,3.0,6.38,89.09
59,2025-01-01 04:50:00,2025-01-01 05:00:00,40.65670844421534,-74.04047972914778,40.62035992857292,-73.96344705348102,3.0,4.68,72.57
60,2025-01-01 04:55:00,2025-01-01 05:05:00,40.74841391772958,-73.98038331237929,40.69158524425957,-74.00821234430362,5.0,3.66,20.54
61,2025-01-01 05:00:00,2025-01-01 05:10:00,40.61585651141921,-73.98281988688201,40.70512198578646,-73.95731553699446,2.0,3.21,14.99
62,2025-01-01 05:05:00,2025-01-01 05:15:00,40.68325574850071,-74.04002535502978,40.647002391686144,-74.10595349632636,4.0,17.85,38.43
63,2025-01-01 05:10:00,2025-01-01 05:20:00,40.70813765325525,-74.1105379710991,40.71109321691886,-73.95712384867575,1.0,23.27,104.8
64,2025-01-01 05:15:00,2025-01-01 05:25:00,40.72931111656796,-73.97899936181639,40.71332350443183,-73.93315525280234,4.0,9.63,50.06
65,2025-01-01 05:20:00,2025-01-01 05:30:00,40.73556132898965,-74.04488536994876,40.67598060529729,-73.97807260829991,3.0,2.83,105.06
66,2025-01-01 05:25:00,2025-01-01 05:35:00,40.73966736176,-73.96554687604923,40.8016732089584,-73.9984990505916,3.0,5.68,70.01
67,2025-01-01 05:30:00,2025-01-01 05:40:00,40.68256374638758,-74.03780548210639,40.72148806050037,-73.95673983503316,2.0,18.73,111.75
68,2025-01-01 05:35:00,2025-01-01 05:45:00,40.67688241036677,-74.04939502268348,40.75642445182609,-73.93642858706295,0.0,8.84,106.48
69,2025-01-01 05:40:00,2025-01-01 05:50:00,40.74289879406286,-73.99234140463702,40.62718935056654,-73.97385367160783,6.0,16.64,46.99
70,2025-01-01 05:45:00,2025-01-01 05:55:00,40.69043478375592,-73.88211503849868,40.626757909377474,-73.97011794095103,2.0,5.3,67.48
71,2025-01-01 05:50:00,2025-01-01 06:00:00,40.63621568383311,-73.96254850044417,40.72300313053245,-73.91715290629169,5.0,18.97,86.04
72,2025-01-01 05:55:00,2025-01-01 06:05:00,40.64333563929983,-73.9931890350397,40.79274288447102,-73.96194215071766,6.0,16.45,8.34
73,2025-01-01 06:00:00,2025-01-01 06:10:00,40.65402738569992,-73.98205742318095,40.64950321105138,-74.04001295663602,3.0,5.71,21.71
74,2025-01-01 06:05:00,2025-01-01 06:15:00,40.72485803720269,-74.08755579307427,40.70716883232507,-73.93666790490462,5.0,23.31,88.42
75,2025-01-01 06:10:00,2025-01-01 06:20:00,40.707121286803535,-74.05611701853763,40.63824518776519,-74.00618606449197,3.0,13.16,110.0
76,2025-01-01 06:15:00,2025-01-01 06:25:00,40.73452426770339,-74.12554644325236,40.66406887003927,-73.99833584956986,0.0,5.65,38.53
77,2025-01-01 06:20:00,2025-01-01 06:30:00,40.67863736768317,-73.91350630527117,40.709655565940416,-73.99465597862881,6.0,14.25,49.1
78,2025-01-01 06:25:00,2025-01-01 06:35:00,40.70792698455384,-73.92363069854221,40.67536943933187,-73.9515566066172,5.0,10.5,105.31
79,2025-01-01 06:30:00,2025-01-01 06:40:00,40.73127951969837,-73.98035907368926,40.63472380484152,-73.91255735461719,3.0,22.95,34.14
80,2025-01-01 06:35:00,2025-01-01 06:45:00,40.68453267301399,-73.99324424484578,40.63360411546928,-73.99877892789436,5.0,7.88,111.35
81,2025-01-01 06:40:00,2025-01-01 06:50:00,40.722838761877874,-74.07757950012488,40.60569959502679,-73.91343689449438,4.0,22.18,19.51
82,2025-01-01 06:45:00,2025-01-01 06:55:00,40.66690370294667,-74.01096499801254,40.723829190160735,-73.99177058436148,5.0,18.61,32.49
83,2025-01-01 06:50:00,2025-01-01 07:00:00,40.68184730767175,-73.91038040607981,40.72987905127156,-73.92989160281385,0.0,17.06,7.15
84,2025-01-01 06:55:00,2025-01-01 07:05:00,40.680913105300085,-73.99342920009022,40.72962767182737,-73.99007834642329,5.0,4.76,13.94
85,2025-01-01 07:00:00,2025-01-01 07:10:00,40.64020801772055,-74.02823232331059,40.65454121010674,-74.02462118282287,1.0,2.34,32.85
86,2025-01-01 07:05:00,2025-01-01 07:15:00,40.72434862403928,-74.08790353300019,40.75029756452872,-73.90389504661167,6.0,21.64,79.65
87,2025-01-01 07:10:00,2025-01-01 07:20:00,40.67652988298987,-73.93098471361346,40.73533893337554,-74.02939423993902,6.0,14.35,26.5
88,2025-01-01 07:15:00,2025-01-01 07:25:00,40.700624705936384,-74.00350419005139,40.70036472033225,-74.03274045390845,0.0,24.14,112.9
89,2025-01-01 07:20:00,2025-01-01 07:30:00,40.7240373329453,-74.08783669266815,40.69215856283704,-74.06280201477722,4.0,13.01,43.79
90,2025-01-01 07:25:00,2025-01-01 07:35:00,40.7223265588015,-74.04621328410357,40.6675442265482,-73.93663662403988,2.0,14.87,63.68
91,2025-01-01 07:30:00,2025-01-01 07:40:00,40.73326925544864,-74.06387690086791,40.70960809169644,-73.92482763502834,1.0,24.93,80.8
92,2025-01-01 07:35:00,2025-01-01 07:45:00,40.69507572577453,-74.00658717628559,40.7808623902659,-73.98134350793232,6.0,17.95,18.95
93,2025-01-01 07:40:00,2025-01-01 07:50:00,40.6788350843978,-73.98963305151936,40.75689283078083,-74.0491936568019,2.0,9.13,83.46
94,2025-01-01 07:45:00,2025-01-01 07:55:00,40.696014089454685,-74.02516085321393,40.68718947881855,-74.00033893928675,3.0,20.73,17.11
95,2025-01-01 07:50:00,2025-01-01 08:00:00,40.6156332783021,-73.96114767017566,40.72693107308872,-74.0151309675504,2.0,7.53,99.67
96,2025-01-01 07:55:00,2025-01-01 08:05:00,40.627644376378846,-73.99605988797637,40.64492849752392,-74.0515234298542,4.0,13.22,60.11
97,2025-01-01 08:00:00,2025-01-01 08:10:00,40.63386501938229,-73.94688438073639,40.736503358870266,-74.0244445781593,1.0,6.1,13.46
98,2025-01-01 08:05:00,2025-01-01 08:15:00,40.650137658619926,-74.01785970390404,40.65845714286674,-73.97471321743515,2.0,24.87,85.79
99,2025-01-01 08:10:00,2025-01-01 08:20:00,40.71998871133617,-73.84773372039945,40.73451277806389,-74.03025844135918,4.0,23.38,11.96
100,2025-01-01 08:15:00,2025-01-01 08:25:00,40.654726047232,-74.0282244361737,40.84845360952372,-73.98541330584244,1.0,21.87,117.02
101,2025-01-01 08:20:00,2025-01-01 08:30:00,40.68109187229803,-74.0451664995878,40.67149937838364,-74.08881610998706,5.0,10.15,56.07
102,2025-01-01 08:25:00,2025-01-01 08:35:00,40.76496141488931,-74.05131502750478,40.846140165461904,-73.91604094711016,6.0,18.27,47.8
103,2025-01-01 08:30:00,2025-01-01 08:40:00,40.68218680144693,-74.01054703632772,40.72453177438915,-74.01957057892636,4.0,6.67,39.81
104,2025-01-01 08:35:00,2025-01-01 08:45:00,40.73687577842336,-74.0859768045433,40.662518718336905,-73.9564875558013,2.0,9.87,55.64
105,2025-01-01 08:40:00,2025-01-01 08:50:00,40.65331911599951,-73.98527185780861,40.66022719166328,-73.99056574892816,1.0,20.15,94.4
106,2025-01-01 08:45:00,2025-01-01 08:55:00,40.68972812210662,-74.09526518847824,40.818247780392426,-73.97987509412232,3.0,1.6,63.86
107,2025-01-01 08:50:00,2025-01-01 09:00:00,40.65249889725448,-73.99191645379715,40.72464943423516,-74.05659921967384,3.0,1.43,78.27
108,2025-01-01 08:55:00,2025-01-01 09:05:00,40.68304834620498,-74.06756258720482,40.67169235719171,-74.03802794920934,1.0,16.59,9.71
109,2025-01-01 09:00:00,2025-01-01 09:10:00,40.74201540687287,-74.019064670369,40.68982696944786,-74.03689267070209,2.0,19.41,102.65
110,2025-01-01 09:05:00,2025-01-01 09:15:00,40.61363397884038,-73.96977298004339,40.721538788885454,-73.99873262869797,6.0,9.71,64.82
111,2025-01-01 09:10:00,2025-01-01 09:20:00,40.7217211821773,-73.88479811580618,40.69956396623935,-73.93369222097478,1.0,16.93,64.3
112,2025-01-01 09:15:00,2025-01-01 09:25:00,40.711886780116615,-74.05390002603906,40.71729495731371,-73.97833725800643,1.0,22.59,32.53
113,2025-01-01 09:20:00,2025-01-01 09:30:00,40.67029250221516,-74.00751587247132,40.78868054483272,-74.04501701860579,2.0,2.68,12.04
114,2025-01-01 09:25:00,2025-01-01 09:35:00,40.62769710728058,-74.03618793373877,40.64360146677187,-73.99563330123694,6.0,20.8,42.32
115,2025-01-01 09:30:00,2025-01-01 09:40:00,40.7036064753857,-74.04349351612804,40.7322315163882,-74.00403169174301,2.0,14.63,98.76
116,2025-01-01 09:35:00,2025-01-01 09:45:00,40.67352536454681,-74.03574866649848,40.6963551197659,-74.01754325504494,2.0,10.67,67.0
117,2025-01-01 09:40:00,2025-01-01 09:50:00,40.71163381056774,-73.95879667621816,40.67504773269707,-74.00077082629099,2.0,1.48,33.84
118,2025-01-01 09:45:00,2025-01-01 09:55:00,40.70109260727617,-74.02440279321152,40.7536087083895,-73.96181440393302,6.0,9.73,72.39
119,2025-01-01 09:50:00,2025-01-01 10:00:00,40.780088944566046,-73.88753436508645,40.626928718265766,-74.03599632092413,2.0,19.89,44.1
120,2025-01-01 09:55:00,2025-01-01 10:05:00,40.688032218626354,-73.97920103720526,40.58167833209259,-74.0172945501833,2.0,13.64,29.17
121,2025-01-01 10:00:00,2025-01-01 10:10:00,40.64882512536891,-74.05050053305871,40.71122665073811,-73.95089395985536,2.0,4.57,89.57
122,2025-01-01 10:05:00,2025-01-01 10:15:00,40.70896378174782,-74.01833525910726,40.69309101300636,-73.9765518613322,6.0,5.96,22.57
123,2025-01-01 10:10:00,2025-01-01 10:20:00,40.71099983419859,-74.040092349502,40.632357637476005,-73.93604440931922,4.0,21.22,71.43
124,2025-01-01 10:15:00,2025-01-01 10:25:00,40.76795937876202,-73.95999656735266,40.61447237519075,-73.92820751412017,4.0,10.94,88.84
125,2025-01-01 10:20:00,2025-01-01 10:30:00,40.74175556229573,-74.08193898282826,40.796531668883446,-74.06802705600944,1.0,2.57,10.21
126,2025-01-01 10:25:00,2025-01-01 10:35:00,40.71784355295748,-74.0670475690218,40.72315074239798,-73.98558511061948,0.0,24.34,84.4
127,2025-01-01 10:30:00,2025-01-01 10:40:00,40.77316514456098,-74.02957730593745,40.70098228615359,-74.02539783137759,0.0,6.49,4.34
128,2025-01-01 10:35:00,2025-01-01 10:45:00,40.64056184728386,-73.96585266034309,40.80976224544798,-74.05993595340094,2.0,19.95,97.98
129,2025-01-01 10:40:00,2025-01-01 10:50:00,40.66801242336251,-73.93834698625886,40.75110312465328,-74.03945966920494,5.0,0.52,35.54
130,2025-01-01 10:45:00,2025-01-01 10:55:00,40.65367120292973,-73.93097289046136,40.788463838527015,-74.01503841746114,5.0,6.56,20.98
131,2025-01-01 10:50:00,2025-01-01 11:00:00,40.68050950984222,-73.97350992400263,40.64100230359418,-74.01472603425852,5.0,8.56,18.25
132,2025-01-01 10:55:00,2025-01-01 11:05:00,40.63116569262219,-74.0041444768179,40.63913037049377,-74.03034443441155,4.0,21.51,53.98
133,2025-01-01 11:00:00,2025-01-01 11:10:00,40.73175754734072,-73.9602687093843,40.7308537617558,-74.00068206975592,3.0,18.75,36.71
134,2025-01-01 11:05:00,2025-01-01 11:15:00,40.68888886514507,-74.05722503087159,40.72072496090479,-73.87766769010554,2.0,7.84,57.85
135,2025-01-01 11:10:00,2025-01-01 11:20:00,40.62645968527487,-74.09223286110081,40.762483101783,-74.08626092975067,5.0,19.73,101.93
136,2025-01-01 11:15:00,2025-01-01 11:25:00,40.649221045939626,-73.97816812111567,40.61846055623437,-73.94314115413394,1.0,20.29,15.28
137,2025-01-01 11:20:00,2025-01-01 11:30:00,40.715675692372514,-74.05028392085744,40.73517987079858,-74.00091871566723,0.0,12.9,33.48
138,2025-01-01 11:25:00,2025-01-01 11:35:00,40.74190632839472,-74.00326533660828,40.74946343167102,-74.02189394235786,5.0,12.8,16.26
139,2025-01-01 11:30:00,2025-01-01 11:40:00,40.79983654458459,-73.99401864920635,40.746808603340575,-74.10091050380447,3.0,12.84,77.54
140,2025-01-01 11:35:00,2025-01-01 11:45:00,40.84569312330037,-73.98759402204108,40.67966528093962,-73.96186183437129,4.0,4.35,75.9
141,2025-01-01 11:40:00,2025-01-01 11:50:00,40.7207204716638,-73.95311042307375,40.72593075857981,-74.0720483748663,6.0,20.36,102.27
142,2025-01-01 11:45:00,2025-01-01 11:55:00,40.65052309399841,-73.95839624058542,40.661217145401736,-73.95860530477894,4.0,17.92,88.35
143,2025-01-01 11:50:00,2025-01-01 12:00:00,40.59339768596344,-73.99024999664161,40.685352695907646,-73.9129334565503,5.0,21.26,84.84
144,2025-01-01 11:55:00,2025-01-01 12:05:00,40.71338557311719,-74.02210076402348,40.6478531830351,-74.06414018817966,3.0,20.43,21.78
145,2025-01-01 12:00:00,2025-01-01 12:10:00,40.65935294523449,-73.99461189556618,40.662066713533065,-73.94158197075213,2.0,19.68,98.84
146,2025-01-01 12:05:00,2025-01-01 12:15:00,40.67923213699102,-74.02981052083375,40.68795188358105,-73.99872803176264,2.0,19.55,3.86
147,2025-01-01 12:10:00,2025-01-01 12:20:00,40.66939516004701,-74.0098214461003,40.67545316261811,-74.10471023159207,6.0,23.62,86.65
148,2025-01-01 12:15:00,2025-01-01 12:25:00,40.692960455679184,-73.86909132882099,40.66206042784722,-74.06024084274738,2.0,15.21,98.3
149,2025-01-01 12:20:00,2025-01-01 12:30:00,40.75329901153938,-73.99089051495582,40.63502014739109,-73.99108866786807,6.0,20.73,29.51
150,2025-01-01 12:25:00,2025-01-01 12:35:00,40.70785242837227,-73.97748774914812,40.79805478942296,-73.97994083771835,0.0,20.07,39.48
151,2025-01-01 12:30:00,2025-01-01 12:40:00,40.69206825814807,-74.03527403245151,40.67497185283879,-74.07903456277995,2.0,6.9,31.33
152,2025-01-01 12:35:00,2025-01-01 12:45:00,40.64821731235871,-73.94899632917851,40.71649827867657,-73.99841474531732,6.0,14.23,98.88
153,2025-01-01 12:40:00,2025-01-01 12:50:00,40.61626585276478,-73.96198637886683,40.61205140218779,-73.9588222019826,4.0,18.3,52.24
154,2025-01-01 12:45:00,2025-01-01 12:55:00,40.67568460454633,-73.96163237226725,40.767882456645474,-73.95007122402903,2.0,2.77,45.53
155,2025-01-01 12:50:00,2025-01-01 13:00:00,40.69731087245909,-73.98925543766232,40.708358032524345,-74.02064179836329,1.0,13.36,61.76
156,2025-01-01 12:55:00,2025-01-01 13:05:00,40.788396495679,-73.94829049521167,40.67780627285374,-73.97807656107217,3.0,0.27,88.47
157,2025-01-01 13:00:00,2025-01-01 13:10:00,40.706513726073645,-73.93641574016826,40.6782429464668,-73.94637823067679,6.0,6.16,80.28
158,2025-01-01 13:05:00,2025-01-01 13:15:00,40.74913697555115,-73.98584505403254,40.74347049288831,-73.95737720103907,2.0,12.26,85.81
159,2025-01-01 13:10:00,2025-01-01 13:20:00,40.67503522007304,-74.00573061795002,40.55234522856277,-73.95542813923355,3.0,7.81,113.85
160,2025-01-01 13:15:00,2025-01-01 13:25:00,40.64075281167915,-73.95527145049427,40.65879033306455,-73.99432466921832,2.0,19.32,32.85
161,2025-01-01 13:20:00,2025-01-01 13:30:00,40.65174416188838,-74.04520626532799,40.694045808119945,-74.00472588685213,6.0,16.01,27.21
162,2025-01-01 13:25:00,2025-01-01 13:35:00,40.663738696773216,-74.03589801403076,40.69346944593844,-73.98639432131226,4.0,6.83,79.03
163,2025-01-01 13:30:00,2025-01-01 13:40:00,40.80642348662176,-74.00266501714424,40.825265598183925,-74.03818843595009,4.0,0.62,20.09
164,2025-01-01 13:35:00,2025-01-01 13:45:00,40.65893066603879,-74.08706785342191,40.6831203264776,-73.94439525034618,4.0,6.52,78.29
165,2025-01-01 13:40:00,2025-01-01 13:50:00,40.74192446018682,-73.95862023632183,40.74951134960308,-74.0765202278384,2.0,13.07,114.85
166,2025-01-01 13:45:00,2025-01-01 13:55:00,40.65485364109565,-74.04814569437329,40.7905828593268,-74.02521551559596,5.0,19.1,56.64
167,2025-01-01 13:50:00,2025-01-01 14:00:00,40.74657865064371,-74.02357455107509,40.73353070428942,-74.00181214083462,4.0,15.16,28.12
168,2025-01-01 13:55:00,2025-01-01 14:05:00,40.7192475483053,-74.01066397978398,40.66630919643593,-73.97651602505317,0.0,1.58,119.4
169,2025-01-01 14:00:00,2025-01-01 14:10:00,40.6921681051171,-73.99803565892147,40.635775620700656,-73.9671235742499,2.0,11.77,47.8
170,2025-01-01 14:05:00,2025-01-01 14:15:00,40.69796187369323,-74.01718266382115,40.73727101413572,-73.9255506921352,6.0,24.0,16.32
171,2025-01-01 14:10:00,2025-01-01 14:20:00,40.667260615228535,-74.00336855236152,40.78225126118283,-73.99611239430976,1.0,22.62,51.69
172,2025-01-01 14:15:00,2025-01-01 14:25:00,40.72230361007411,-74.00298138161952,40.727298154776456,-74.03589929249148,6.0,18.61,13.26
173,2025-01-01 14:20:00,2025-01-01 14:30:00,40.677250825982966,-74.02235154788136,40.76167240769681,-74.00725183657579,5.0,7.24,12.73
174,2025-01-01 14:25:00,2025-01-01 14:35:00,40.63871971181164,-74.03865972288193,40.829597352386905,-74.0159698778105,6.0,0.75,8.56
175,2025-01-01 14:30:00,2025-01-01 14:40:00,40.63610312128402,-73.94592630378222,40.741868714219535,-73.97400332683152,5.0,11.52,56.14
176,2025-01-01 14:35:00,2025-01-01 14:45:00,40.708629395886106,-74.10522028511333,40.64496835671031,-74.05334994988038,0.0,9.49,56.7
177,2025-01-01 14:40:00,2025-01-01 14:50:00,40.77895456282052,-74.01028575795047,40.70255303827523,-74.00877148605622,1.0,16.96,88.81
178,2025-01-01 14:45:00,2025-01-01 14:55:00,40.707999580678674,-74.02344497359421,40.76851075967606,-73.91886689907375,3.0,1.95,66.67
179,2025-01-01 14:50:00,2025-01-01 15:00:00,40.69406808369451,-73.97906042566368,40.687561010452605,-73.99100739345327,2.0,23.1,103.64
180,2025-01-01 14:55:00,2025-01-01 15:05:00,40.71429130698013,-74.07271463982595,40.77528527974065,-74.05264663978787,6.0,18.45,105.13
181,2025-01-01 15:00:00,2025-01-01 15:10:00,40.76530008708534,-74.02498926706218,40.69665315510058,-74.01698923085213,5.0,24.28,23.0
182,2025-01-01 15:05:00,2025-01-01 15:15:00,40.7109691250682,-74.00511798669949,40.71671737104735,-74.11164916387679,5.0,21.66,7.83
183,2025-01-01 15:10:00,2025-01-01 15:20:00,40.67945363845831,-73.94649631948148,40.68246294798281,-74.00294300416664,6.0,10.87,85.64
184,2025-01-01 15:15:00,2025-01-01 15:25:00,40.755314435503,-73.98339075166022,40.70797681701605,-73.91761593195298,0.0,16.63,4.17
185,2025-01-01 15:20:00,2025-01-01 15:30:00,40.72143782192308,-74.05917441054345,40.71062237138848,-74.05933014836943,4.0,21.17,49.08
186,2025-01-01 15:25:00,2025-01-01 15:35:00,40.7767877995998,-74.02437383593603,40.61957290367917,-74.07280234355571,6.0,5.26,9.32
187,2025-01-01 15:30:00,2025-01-01 15:40:00,40.7091617218611,-73.95569743236696,40.67792033537095,-74.03266300083753,6.0,0.44,56.69
